"","gender","rural","dem_education_level","dem_has_children","age_group"
"4836","female","urban","medium","no","14_25"
"4837","female","urban","medium","no","14_25"
"4838","female","urban","medium","yes","26_39"
"4839","male","urban","high","no","40_65"
"4840","female","urban","high","no","26_39"
"4841","female","urban","low","no","40_65"
"4842","female","rural","high","yes","40_65"
"4843","male","rural","medium","yes","40_65"
"4844","male","rural","medium","yes","40_65"
"4845","female","rural","medium","yes","26_39"
"4846","female","urban","low","yes","26_39"
"4847","male","rural","low","no","40_65"
"4848","male","urban","medium","yes","40_65"
"4849","female","urban","medium","no","14_25"
"4850","female","rural","low","no","14_25"
"4851","male","urban","high","yes","26_39"
"4852","male","rural","high","no","26_39"
"4853","female","urban","medium","no","14_25"
"4854","female","rural","high","yes","40_65"
"4855","male","rural","high","no","26_39"
"4856","female","urban","low","no","40_65"
"4857","male","urban","high","yes","40_65"
"4858","male","rural","high","no","14_25"
"4859","male","rural",NA,"no","14_25"
"4860","female","urban","medium","no","40_65"
"4861","male","urban","medium","yes","40_65"
"4862","male","urban","high","no","40_65"
"4863","male","rural","medium","yes","26_39"
"4864","male","urban","high","yes","26_39"
"4865","male","urban","high","yes","40_65"
"4866","male","rural","low","no","40_65"
"4867","male","urban","no","no","40_65"
"4868","male","urban","high","no","26_39"
"4869","female","rural","medium","no","14_25"
"4870","female","urban","medium","yes","40_65"
"4871","male","urban","low","yes","40_65"
"4872","male","rural","high","no","14_25"
"4873","female","urban","medium","yes","26_39"
"4874","female","urban","medium","yes","26_39"
"4875","female","urban","medium","yes","26_39"
"4876","male","urban","low","no","14_25"
"4877","female","rural","high","no","26_39"
"4878","male","urban","high","yes","40_65"
"4879","male","urban","medium","no","40_65"
"4880","female","rural","medium","yes","40_65"
"4881","male","urban","low","no","14_25"
"4882","male","rural","low","no","40_65"
"4883","male","urban","high","yes","26_39"
"4884","female","urban","high","no","26_39"
"4885","male","rural","high","no","26_39"
"4886","male","urban","high","no","40_65"
"4887","male","urban","medium","no","26_39"
"4888","female","urban","low","no","26_39"
"4889","male","rural","low","no","14_25"
"4890","male","urban","high","no","40_65"
"4891","male","rural",NA,"no","26_39"
"4892","male","rural",NA,"no","40_65"
"4893","male","rural","medium","yes","26_39"
"4894","male","urban","low","no","14_25"
"4895","female","rural","medium","yes","40_65"
"4896","male","urban","medium","no","40_65"
"4897","female","rural","medium","no","40_65"
"4898","female","rural","medium","yes","40_65"
"4899","male","urban","low","no","26_39"
"4900","male","urban","medium","yes","40_65"
"4901","female","rural","medium","yes","40_65"
"4902","female","urban","high","yes","40_65"
"4903","male","urban","medium","yes","26_39"
"4904","male","rural","medium","yes","40_65"
"4905","female","urban","high","yes","26_39"
"4906","male","urban","high","no","14_25"
"4907","female","rural","medium","no","40_65"
"4908","female","urban","high","no","26_39"
"4909","female","urban","high","yes","40_65"
"4910","male","rural","high","yes","26_39"
"4911","male","rural","high","yes","26_39"
"4912","female","urban","high","yes","26_39"
"4913","female","rural","low","yes","40_65"
"4914","female","urban","medium","yes","40_65"
"4915","male","rural",NA,"no","40_65"
"4916","male","urban","high","no","40_65"
"4917","female","rural","low","yes","40_65"
"4918","female","rural","high","yes","40_65"
"4919","female","urban",NA,"yes","14_25"
"4920","female","urban","medium","no","14_25"
"4921","female","urban","high","no","40_65"
"4922","female","urban","medium","no","14_25"
"4923","female","rural","low","no","40_65"
"4924","male","rural","low","no","14_25"
"4925","female","urban",NA,"no","14_25"
"4926","female","urban","medium","no","26_39"
"4927","female","rural","medium","yes","14_25"
"4928","male","rural","high","yes","40_65"
"4929","male","urban","high","no","40_65"
"4930","male","urban","high","yes","40_65"
"4931","male","urban","high","yes","26_39"
"4932","female","rural","high","yes","40_65"
"4933","female","rural","high","yes","40_65"
"4934","female","urban","high","yes","40_65"
"4935","female","urban","low","yes","26_39"
"4936","male","urban","medium","yes","40_65"
"4937","female","urban","low","yes","40_65"
"4938","male","urban","high","yes","40_65"
"4939","female","urban","low","yes","40_65"
"4940","female","urban","medium","yes","26_39"
"4941","female","urban",NA,"no","26_39"
"4942","male","urban",NA,"yes","40_65"
"4943","male","urban","medium","no","40_65"
"4944","female","urban","high","yes","40_65"
"4945","male","urban","low","yes","40_65"
"4946","female","urban","medium","yes","40_65"
"4947","female","rural","high","yes","26_39"
"4948","male","urban","medium","no","26_39"
"4949","male","urban","low","yes","26_39"
"4950","male","urban","high","yes","26_39"
"4951","female","urban","high","no","40_65"
"4952","female","rural","medium","yes","40_65"
"4953","female","rural",NA,"yes","26_39"
"4954","female","rural","medium","yes","40_65"
"4955","male","urban","medium","no","26_39"
"4956","female","rural","medium","yes","40_65"
"4957","male","urban","medium","yes","40_65"
"4958","male","urban","low","yes","26_39"
"4959","male","urban",NA,"yes","26_39"
"4960","female","urban","low","yes","40_65"
"4961","male","urban","low","no","14_25"
"4962","female","urban","medium","no","26_39"
"4963","female","urban","high","no","26_39"
"4964","female","urban","high","no","40_65"
"4965","male","urban","low","no","26_39"
"4966","male","urban",NA,"yes","40_65"
"4967","male","urban","high","yes","26_39"
"4968","female","rural",NA,"yes","26_39"
"4969","female","urban","medium","no","26_39"
"4970","female","urban","medium","yes","26_39"
"4971","male","urban","medium","yes","40_65"
"4972","male","urban","high","yes","26_39"
"4973","male","urban","low","yes","26_39"
"4974","male","rural",NA,"yes","26_39"
"4975","male","urban","high","no","26_39"
"4976","male","rural","medium","yes","40_65"
"4977","male","urban","low","no","40_65"
"4978","female","urban","medium","no","40_65"
"4979","female","rural","high","no","40_65"
"4980","male","rural","medium","yes","26_39"
"4981","female","urban","high","no","14_25"
"4982","female","rural","medium","no","26_39"
"4983","male","urban","high","yes","26_39"
"4984","female","urban","high","yes","40_65"
"4985","male","urban","medium","yes","40_65"
"4986","male","rural","high","yes","40_65"
"4987","male","rural",NA,"no","26_39"
"4988","female","urban","medium","no","14_25"
"4989","male","urban","medium","yes","26_39"
"4990","female","urban","medium","no","26_39"
"4991","male","urban","medium","yes","40_65"
"4992","male","urban","medium","no","40_65"
"4993","male","urban","high","yes","26_39"
"4994","female","rural","no","yes","26_39"
"4995","female","urban","low","no","14_25"
"4996","female","rural","high","yes","40_65"
"4997","female","rural","medium","no","14_25"
"4998","female","urban","high","yes","26_39"
"4999","male","urban","medium","no","14_25"
"5000","female","urban","high","yes","40_65"
"5001","female","rural","medium","no","14_25"
"5002","male","rural","high","yes","26_39"
"5003","female","urban",NA,"yes","14_25"
"5004","male","urban","high","yes","40_65"
"5005","female","rural","high","yes","40_65"
"5006","male","rural","no","no","26_39"
"5007","female","urban","low","no","40_65"
"5008","male","urban","medium","no","40_65"
"5009","male","urban","low","yes","40_65"
"5010","female","rural","no","yes","40_65"
"5011","female","urban","low","yes","26_39"
"5012","female","rural","medium","yes","40_65"
"5013","female","rural","low","yes","40_65"
"5014","male","rural","medium","no","14_25"
"5015","male","rural","medium","yes","40_65"
"5016","male","urban","low","yes","40_65"
"5017","female","urban","high","no","26_39"
"5018","male","urban","medium","yes","40_65"
"5019","male","urban","medium","no","14_25"
"5020","male","rural","medium","yes","40_65"
"5021","male","urban","medium","yes","26_39"
"5022","male","urban","low","yes","40_65"
"5023","male","rural","medium","yes","40_65"
"5024","male","urban","high","no","14_25"
"5025","female","urban","low","yes","40_65"
"5026","female","urban","high","yes","26_39"
"5027","female","rural","medium","no","40_65"
"5028","female","urban","low","no","40_65"
"5029","female","rural","high","no","26_39"
"5030","male","rural","low","yes","26_39"
"5031","female","urban","high","no","14_25"
"5032","female","rural","high","no","40_65"
"5033","female","urban","high","no","26_39"
"5034","male","rural","medium","yes","40_65"
"5035","female","rural",NA,"yes","40_65"
"5036","female","urban","low","no","14_25"
"5037","female","urban","medium","no","40_65"
"5038","male","urban","high","no","40_65"
"5039","female","urban","low","no","14_25"
"5040","male","urban","high","no","26_39"
"5041","male","urban",NA,"no","40_65"
"5042","female","rural",NA,"yes","26_39"
"5043","female","urban",NA,"yes","26_39"
"5044","female","urban","low","no","14_25"
"5045","female","rural","low","no","40_65"
"5046","male","urban","high","yes","40_65"
"5047","male","urban","medium","yes","40_65"
"5048","female","rural","medium","yes","40_65"
"5049","male","urban","low","yes","40_65"
"5050","female","urban","medium","yes","40_65"
"5051","female","urban","high","no","26_39"
"5052","female","rural","medium","no","14_25"
"5053","female","rural","medium","no","14_25"
"5054","female","urban","high","no","26_39"
"5055","male","urban","high","yes","26_39"
"5056","female","rural","medium","yes","40_65"
"5057","male","urban","low","yes","14_25"
"5058","male","urban","high","no","26_39"
"5059","female","rural","low","yes","40_65"
"5060","female","urban","medium","yes","14_25"
"5061","male","urban","high","yes","26_39"
"5062","male","urban","low","yes","40_65"
"5063","male","rural","medium","yes","26_39"
"5064","female","urban","high","yes","40_65"
"5065","female","urban","low","yes","26_39"
"5066","female","urban","high","yes","40_65"
"5067","female","urban","medium","no","26_39"
"5068","female","urban","medium","yes","40_65"
"5069","male","rural","high","yes","26_39"
"5070","female","urban","high","yes","40_65"
"5071","male","urban","high","no","40_65"
"5072","male","urban","medium","yes","40_65"
"5073","female","urban",NA,"no","40_65"
"5074","female","rural","medium","no","14_25"
"5075","female","urban","low","no","40_65"
"5076","male","urban","medium","yes","40_65"
"5077","female","urban","high","no","26_39"
"5078","female","rural","medium","yes","26_39"
"5079","male","urban","high","yes","40_65"
"5080","male","urban","high","yes","40_65"
"5081","male","urban","high","yes","26_39"
"5082","male","urban","high","yes","26_39"
"5083","female","rural","low","yes","26_39"
"5084","male","urban",NA,"no","40_65"
"5085","female","rural","high","no","40_65"
"5086","female","urban","low","yes","14_25"
"5087","male","urban","high","yes","26_39"
"5088","male","rural","medium","yes","26_39"
"5089","female","rural","low","no","40_65"
"5090","male","urban","medium","yes","40_65"
"5091","female","urban","high","no","26_39"
"5092","female","urban","medium","yes","40_65"
"5093","male","rural","medium","yes","26_39"
"5094","female","urban","low","no","40_65"
"5095","female","urban","medium","no","14_25"
"5096","male","urban","medium","yes","26_39"
"5097","male","urban","high","no","14_25"
"5098","male","urban","medium","no","14_25"
"5099","male","urban",NA,"no","14_25"
"5100","female","rural","high","yes","14_25"
"5101","male","urban","low","no","40_65"
"5102","female","urban","high","no","40_65"
"5103","male","urban","medium","no","40_65"
"5104","female","urban","medium","yes","40_65"
"5105","male","urban","high","yes","40_65"
"5106","male","urban","low","no","14_25"
"5107","female","urban","high","no","26_39"
"5108","female","urban",NA,"no","26_39"
"5109","female","rural","medium","yes","40_65"
"5110","female","urban","high","yes","40_65"
"5111","female","urban","low","no","14_25"
"5112","female","urban","low","no","40_65"
"5113","female","urban","medium","no","26_39"
"5114","female","rural","high","yes","40_65"
"5115","male","urban","high","no","26_39"
"5116","male","urban","high","no","40_65"
"5117","female","urban","low","yes","40_65"
"5118","female","rural","medium","yes","26_39"
"5119","female","urban","high","yes","40_65"
"5120","male","urban",NA,"yes","26_39"
"5121","female","urban","medium","no","14_25"
"5122","female","rural","high","no","26_39"
"5123","female","urban","high","no","26_39"
"5124","male","urban","high","yes","40_65"
"5125","male","rural","medium","no","26_39"
"5126","male","urban",NA,"no","14_25"
"5127","female","rural","high","yes","26_39"
"5128","female","rural","medium","yes","40_65"
"5129","female","urban","low","yes","40_65"
"5130","male","urban","low","no","14_25"
"5131","female","rural","medium","no","40_65"
"5132","female","rural","medium","yes","40_65"
