"","gender","rural","dem_education_level","dem_has_children","age_group"
"7439","male","urban","high","yes","26_39"
"7440","male","urban","low","no","26_39"
"7441","male","urban","medium","yes","26_39"
"7442","male","urban","high","yes","40_65"
"7443","male","urban","medium","yes","40_65"
"7444","male","rural","medium","no","40_65"
"7445","male","urban","no","no","14_25"
"7446","female","urban","low","yes","40_65"
"7447","male","urban","low","no","14_25"
"7448","male","urban","low","yes","40_65"
"7449","male","urban","low","yes","40_65"
"7450","male","urban","high","yes","40_65"
"7451","female","urban","high","yes","40_65"
"7452","female","rural","medium","yes","26_39"
"7453","female","urban","low","no","40_65"
"7454","male","urban","high","no","26_39"
"7455","male","urban","low","no","40_65"
"7456","female","urban","medium","yes","40_65"
"7457","male","urban","medium","yes","26_39"
"7458","female","urban","medium","no","26_39"
"7459","male","urban","medium","yes","26_39"
"7460","female","urban","medium","no","14_25"
"7461","male","urban","medium","yes","26_39"
"7462","male","rural","medium","no","40_65"
"7463","female","urban","medium","no","14_25"
"7464","male","rural","low","no","14_25"
"7465","male","urban","medium","yes","40_65"
"7466","female","urban","high","yes","26_39"
"7467","female","rural","low","yes","40_65"
"7468","female","urban","low","yes","40_65"
"7469","male","urban","low","no","14_25"
"7470","female","rural","medium","yes","26_39"
"7471","female","urban","high","no","26_39"
"7472","male","urban","high","yes","40_65"
"7473","male","urban","low","no","14_25"
"7474","male","urban","high","no","26_39"
"7475","male","urban","low","yes","40_65"
"7476","female","urban","low","no","26_39"
"7477","female","urban","medium","yes","26_39"
"7478","female","urban","high","yes","26_39"
"7479","female","urban",NA,"no","14_25"
"7480","female","urban","low","no","14_25"
"7481","female","rural","high","yes","26_39"
"7482","male","urban","low","no","40_65"
"7483","female","urban","medium","yes","40_65"
"7484","female","urban","medium","yes","40_65"
"7485","female","urban","medium","no","26_39"
"7486","female","urban","high","no","14_25"
"7487","male","urban","high","no","26_39"
"7488","male","urban","low","yes","40_65"
"7489","male","urban","low","no","14_25"
"7490","male","urban","medium","no","26_39"
"7491","female","urban","medium","yes","40_65"
"7492","male","rural","medium","yes","26_39"
"7493","male","rural","medium","no","40_65"
"7494","male","urban","medium","no","40_65"
"7495","male","urban","medium","no","40_65"
"7496","male","rural","high","yes","40_65"
"7497","female","urban","medium","no","14_25"
"7498","male","urban","high","yes","26_39"
"7499","female","urban","high","yes","26_39"
"7500","female","urban","low","no","14_25"
"7501","male","rural","high","no","40_65"
"7502","male","urban","medium","yes","40_65"
"7503","female","urban","high","yes","26_39"
"7504","male","rural","high","no","40_65"
"7505","male","urban","low","no","40_65"
"7506","female","rural","high","yes","40_65"
"7507","female","urban","high","yes","40_65"
"7508","male","urban","high","yes","26_39"
"7509","female","urban","medium","yes","26_39"
"7510","female","rural","medium","no","14_25"
"7511","female","urban","high","yes","26_39"
"7512","female","urban","medium","no","26_39"
"7513","female","urban","medium","no","14_25"
"7514","male","urban","high","no","40_65"
"7515","male","urban","medium","no","14_25"
"7516","female","urban","low","no","40_65"
"7517","male","urban","no","no","14_25"
"7518","male","urban","high","yes","40_65"
"7519","female","urban","high","yes","40_65"
"7520","male","urban","medium","no","26_39"
"7521","female","urban","high","yes","40_65"
"7522","female","urban","low","no","14_25"
"7523","male","urban","medium","no","40_65"
"7524","female","urban","high","no","26_39"
"7525","female","urban","low","yes","40_65"
"7526","male","urban","medium","yes","40_65"
"7527","female","urban","medium","yes","26_39"
"7528","male","urban","low","no","14_25"
"7529","female","rural","low","no","26_39"
"7530","male","urban","high","no","40_65"
"7531","male","urban","high","no","40_65"
"7532","male","urban","medium","no","14_25"
"7533","female","urban","low","no","14_25"
"7534","female","urban","high","yes","26_39"
"7535","male","urban","low","no","14_25"
"7536","male","urban","no","no","14_25"
"7537","male","urban","medium","yes","40_65"
"7538","male","urban","high","yes","26_39"
"7539","male","urban","medium","no","26_39"
"7540","male","urban",NA,"no","14_25"
"7541","male","rural","medium","no","14_25"
"7542","male","urban","high","yes","26_39"
"7543","female","urban","high","no","14_25"
"7544","male","rural","no","no","40_65"
"7545","female","urban","high","no","14_25"
"7546","male","urban","low","yes","40_65"
"7547","male","urban","high","no","40_65"
"7548","male","urban","low","yes","40_65"
"7549","male","urban","high","yes","40_65"
"7550","male","urban","medium","yes","40_65"
"7551","male","urban","medium","no","40_65"
"7552","male","urban","medium","no","40_65"
"7553","female","urban","medium","yes","40_65"
"7554","male","urban","high","yes","40_65"
"7555","male","rural",NA,"yes","40_65"
"7556","female","urban","low","no","14_25"
"7557","male","urban","low","yes","26_39"
"7558","female","urban","medium","no","14_25"
"7559","female","urban","high","yes","26_39"
"7560","female","urban","high","yes","26_39"
"7561","male","rural","medium","no","26_39"
"7562","male","rural","no","no","14_25"
"7563","female","rural","high","no","40_65"
"7564","male","urban","high","yes","40_65"
"7565","male","urban","medium","yes","40_65"
"7566","female","urban","high","yes","40_65"
"7567","male","urban","low","no","14_25"
"7568","male","urban","high","no","26_39"
"7569","male","urban","high","yes","40_65"
"7570","female","urban","high","yes","26_39"
"7571","male","urban","high","yes","26_39"
"7572","male","urban","low","yes","40_65"
"7573","female","urban",NA,"yes","40_65"
"7574","female","urban","low","no","26_39"
"7575","male","rural","low","yes","40_65"
"7576","male","urban","high","no","14_25"
"7577","male","urban","high","yes","26_39"
"7578","male","rural","low","no","26_39"
"7579","female","urban","high","no","40_65"
"7580","female","rural","medium","yes","26_39"
"7581","female","urban",NA,"no","14_25"
"7582","male","urban","medium","yes","26_39"
"7583","male","rural","medium","yes","40_65"
"7584","male","rural","low","no","14_25"
"7585","male","urban","medium","yes","26_39"
"7586","female","urban","medium","no","14_25"
"7587","male","urban","low","no","14_25"
"7588","female","urban","high","yes","26_39"
"7589","male","urban","medium","yes","14_25"
"7590","male","rural","low","yes","40_65"
"7591","female","urban","medium","yes","26_39"
"7592","male","urban","medium","no","40_65"
"7593","male","urban","medium","yes","40_65"
"7594","male","urban",NA,"no","26_39"
"7595","male","urban","medium","no","40_65"
"7596","male","rural","no","no","26_39"
"7597","male","rural","high","yes","40_65"
"7598","male","urban","medium","yes","26_39"
"7599","female","urban","high","no","26_39"
"7600","female","urban","low","no","14_25"
"7601","male","urban","high","yes","14_25"
"7602","female","rural","low","yes","26_39"
"7603","male","rural","high","yes","26_39"
"7604","male","rural","medium","yes","40_65"
"7605","male","urban",NA,"yes","14_25"
"7606","female","rural","medium","yes","40_65"
"7607","female","urban","high","no","40_65"
"7608","male","urban","low","no","14_25"
"7609","male","urban","high","yes","40_65"
"7610","female","urban","no","yes","14_25"
"7611","male","rural","low","no","14_25"
"7612","male","urban","no","no","26_39"
"7613","female","urban","no","no","26_39"
"7614","male","urban","high","yes","40_65"
"7615","male","rural","medium","yes","40_65"
"7616","male","urban","medium","yes","26_39"
"7617","male","urban","high","yes","40_65"
"7618","female","urban","low","yes","26_39"
"7619","female","rural",NA,"no","14_25"
"7620","male","urban","medium","yes","40_65"
"7621","male","rural","medium","no","26_39"
"7622","male","urban","high","no","40_65"
"7623","male","urban","no","no","26_39"
"7624","female","rural","medium","no","14_25"
"7625","female","urban","high","yes","40_65"
"7626","female","rural","low","yes","40_65"
"7627","female","urban","no","no","26_39"
"7628","male","rural","high","no","40_65"
"7629","male","urban","high","no","26_39"
"7630","male","urban",NA,"no","26_39"
"7631","female","rural","high","yes","26_39"
"7632","female","rural","medium","yes","40_65"
"7633","female","urban","medium","no","14_25"
"7634","female","urban","medium","yes","40_65"
"7635","female","urban","medium","yes","40_65"
"7636","female","rural","medium","yes","40_65"
"7637","female","urban","medium","yes","40_65"
"7638","female","rural","medium","no","26_39"
"7639","male","rural","medium","no","40_65"
"7640","female","urban","low","no","26_39"
"7641","male","urban",NA,"no","40_65"
"7642","female","urban","high","yes","40_65"
"7643","male","urban","high","yes","40_65"
"7644","female","urban",NA,"no","14_25"
"7645","female","rural","medium","yes","40_65"
"7646","female","urban",NA,"yes","26_39"
"7647","female","urban","high","yes","40_65"
"7648","male","urban","no","yes","26_39"
"7649","male","urban","medium","yes","40_65"
"7650","male","urban","low","no","40_65"
"7651","female","rural","high","no","40_65"
"7652","male","urban","high","yes","40_65"
"7653","female","urban","medium","no","14_25"
"7654","female","urban","no","no","14_25"
"7655","male","urban","medium","yes","40_65"
"7656","male","rural","low","yes","40_65"
"7657","male","urban","medium","yes","40_65"
"7658","male","urban","medium","no","26_39"
"7659","female","rural",NA,"no","14_25"
"7660","female","urban","medium","no","14_25"
"7661","male","urban","high","yes","26_39"
"7662","female","rural","high","yes","40_65"
"7663","female","urban",NA,"no","26_39"
"7664","female","urban",NA,"no","40_65"
"7665","female","rural","medium","no","26_39"
"7666","female","urban","high","no","14_25"
"7667","male","urban","high","yes","40_65"
"7668","male","rural","low","no","40_65"
"7669","female","rural","medium","yes","40_65"
"7670","female","urban","high","yes","40_65"
"7671","male","rural","high","yes","26_39"
"7672","female","urban","medium","no","40_65"
"7673","male","urban","high","no","26_39"
"7674","male","urban","medium","yes","40_65"
"7675","male","rural",NA,"no","14_25"
"7676","male","urban","low","no","14_25"
"7677","male","urban","low","yes","26_39"
"7678","male","urban","medium","yes","26_39"
"7679","male","rural","high","no","14_25"
"7680","female","urban","high","yes","40_65"
"7681","male","urban","medium","yes","40_65"
"7682","male","urban","medium","yes","40_65"
"7683","female","urban","low","yes","40_65"
"7684","male","urban","high","yes","40_65"
"7685","female","rural","medium","yes","40_65"
"7686","male","urban","medium","no","40_65"
"7687","male","rural",NA,"no","40_65"
"7688","male","rural","medium","no","14_25"
"7689","female","urban",NA,"no","14_25"
"7690","male","urban","medium","yes","26_39"
"7691","female","urban","no","yes","40_65"
"7692","male","rural","medium","no","40_65"
"7693","female","urban","medium","no","14_25"
"7694","male","urban","high","no","40_65"
"7695","female","urban","medium","no","40_65"
"7696","male","rural",NA,"yes","26_39"
"7697","female","rural","medium","yes","40_65"
"7698","female","urban","low","no","40_65"
"7699","male","rural","medium","yes","40_65"
"7700","male","urban",NA,"yes","40_65"
"7701","female","rural","medium","no","14_25"
"7702","female","urban","high","no","40_65"
"7703","male","urban","high","no","26_39"
"7704","female","urban","high","no","40_65"
"7705","male","rural","high","yes","26_39"
"7706","female","urban","medium","yes","40_65"
"7707","female","urban","high","yes","26_39"
"7708","female","urban","medium","yes","40_65"
"7709","male","urban","high","no","40_65"
"7710","female","rural","medium","yes","40_65"
"7711","female","rural","low","yes","14_25"
"7712","female","rural","medium","no","14_25"
"7713","female","rural","medium","yes","40_65"
"7714","female","urban","medium","yes","40_65"
"7715","female","urban","medium","yes","26_39"
"7716","female","urban","low","no","26_39"
"7717","male","urban","low","yes","40_65"
"7718","male","urban","medium","no","26_39"
"7719","female","urban","medium","yes","40_65"
"7720","male","urban","medium","no","14_25"
"7721","male","rural","medium","yes","40_65"
"7722","female","urban","medium","yes","26_39"
"7723","male","urban","low","no","14_25"
"7724","female","rural","high","no","40_65"
"7725","female","urban","high","yes","40_65"
"7726","female","urban",NA,"no","40_65"
"7727","female","urban","medium","no","14_25"
"7728","female","rural","no","yes","40_65"
"7729","male","urban","medium","yes","40_65"
"7730","male","urban",NA,"no","26_39"
"7731","male","urban","medium","yes","26_39"
"7732","female","urban","high","yes","40_65"
"7733","female","urban","medium","no","26_39"
"7734","female","rural","medium","no","26_39"
"7735","male","urban","high","yes","40_65"
"7736","male","urban","medium","yes","40_65"
"7737","male","urban","medium","yes","40_65"
"7738","male","rural","high","yes","40_65"
"7739","male","urban","high","yes","26_39"
"7740","male","rural",NA,"no","40_65"
"7741","female","urban","medium","yes","26_39"
"7742","female","rural","medium","yes","40_65"
"7743","female","urban","medium","yes","40_65"
"7744","female","urban","high","yes","40_65"
"7745","male","urban","medium","yes","40_65"
"7746","female","urban","low","yes","40_65"
"7747","male","rural","low","no","26_39"
"7748","male","urban","medium","no","14_25"
"7749","female","urban","medium","no","14_25"
"7750","female","rural","low","yes","26_39"
"7751","male","rural","low","yes","26_39"
"7752","male","rural","medium","yes","40_65"
"7753","female","urban","high","no","40_65"
"7754","female","urban","medium","no","14_25"
"7755","male","rural","high","yes","40_65"
"7756","male","rural",NA,"yes","26_39"
"7757","male","urban","medium","no","14_25"
"7758","female","rural","medium","yes","40_65"
"7759","male","urban","medium","yes","40_65"
"7760","female","urban","medium","yes","40_65"
"7761","female","urban","medium","yes","26_39"
"7762","female","urban","medium","yes","26_39"
"7763","female","rural","high","yes","40_65"
"7764","male","urban",NA,"yes","40_65"
"7765","male","urban","low","yes","26_39"
"7766","female","urban","no","yes","40_65"
"7767","male","urban","high","yes","40_65"
"7768","female","urban","low","no","14_25"
"7769","male","rural","medium","no","14_25"
"7770","female","urban","medium","no","40_65"
"7771","male","urban","low","no","14_25"
"7772","female","urban","medium","no","14_25"
"7773","male","urban","low","no","40_65"
"7774","male","urban","medium","no","40_65"
"7775","female","urban","medium","yes","26_39"
"7776","female","rural","high","no","26_39"
"7777","male","urban","high","yes","40_65"
"7778","female","urban",NA,"yes","40_65"
"7779","female","urban",NA,"no","40_65"
"7780","female","urban",NA,"no","26_39"
"7781","male","rural","high","no","26_39"
"7782","male","urban","no","no","14_25"
"7783","male","rural","medium","no","40_65"
"7784","female","urban","medium","no","26_39"
"7785","male","rural","high","no","26_39"
"7786","female","urban","medium","no","14_25"
"7787","male","rural",NA,"no","26_39"
"7788","female","urban","medium","no","40_65"
"7789","male","urban","low","no","40_65"
"7790","male","urban","high","yes","26_39"
"7791","male","urban",NA,"no","26_39"
"7792","male","urban","high","yes","40_65"
"7793","male","urban","medium","no","40_65"
"7794","female","urban","medium","yes","40_65"
"7795","male","urban","low","yes","40_65"
"7796","male","urban","medium","yes","40_65"
"7797","male","rural","low","no","14_25"
"7798","male","rural",NA,"no","26_39"
"7799","male","urban","high","yes","40_65"
"7800","male","urban","high","yes","26_39"
"7801","female","urban","medium","yes","40_65"
"7802","female","rural",NA,"yes","40_65"
"7803","male","urban","medium","no","14_25"
"7804","male","urban","medium","no","40_65"
"7805","male","urban","medium","yes","40_65"
"7806","male","urban","medium","yes","40_65"
"7807","female","rural","high","no","26_39"
"7808","male","rural","low","no","40_65"
"7809","female","urban","medium","no","40_65"
"7810","male","urban","no","no","40_65"
"7811","female","rural","medium","yes","40_65"
"7812","male","urban","medium","no","26_39"
"7813","female","urban","medium","yes","26_39"
"7814","male","urban","high","yes","40_65"
"7815","female","rural","medium","yes","40_65"
"7816","male","urban","medium","yes","40_65"
"7817","female","urban","high","yes","40_65"
"7818","male","urban","high","no","40_65"
"7819","male","rural","high","yes","26_39"
"7820","male","rural","medium","no","14_25"
"7821","male","rural",NA,"no","14_25"
"7822","female","urban","high","yes","40_65"
"7823","male","rural","medium","no","40_65"
"7824","male","urban","low","yes","40_65"
"7825","male","urban","high","yes","40_65"
"7826","female","rural","medium","yes","40_65"
"7827","male","urban","medium","yes","26_39"
"7828","female","urban","medium","yes","40_65"
"7829","male","urban","medium","no","40_65"
"7830","male","urban","medium","yes","26_39"
"7831","male","urban",NA,"yes","40_65"
"7832","female","urban","high","yes","40_65"
"7833","female","urban","high","yes","26_39"
"7834","female","urban","medium","no","26_39"
"7835","female","urban","high","yes","40_65"
"7836","male","urban","high","yes","40_65"
"7837","male","urban","high","yes","40_65"
"7838","female","urban","medium","no","26_39"
"7839","female","rural","no","yes","40_65"
"7840","male","urban","medium","yes","14_25"
"7841","male","urban","low","yes","40_65"
"7842","male","urban",NA,"no","40_65"
"7843","female","rural","high","yes","14_25"
"7844","female","urban","medium","yes","40_65"
"7845","male","urban","low","yes","40_65"
"7846","male","rural","high","yes","40_65"
"7847","female","rural","low","yes","40_65"
"7848","female","urban","low","yes","40_65"
"7849","male","urban","high","yes","40_65"
"7850","male","urban","high","no","26_39"
"7851","female","rural","low","no","14_25"
"7852","female","urban",NA,"yes","26_39"
"7853","female","rural","high","yes","40_65"
"7854","male","urban","medium","no","14_25"
"7855","female","urban","medium","yes","40_65"
"7856","female","rural","medium","no","40_65"
"7857","female","urban","medium","no","26_39"
"7858","male","urban",NA,"no","14_25"
"7859","female","urban","medium","yes","26_39"
"7860","male","rural","low","yes","40_65"
"7861","female","rural","high","yes","40_65"
"7862","male","urban","medium","no","40_65"
"7863","female","urban",NA,"yes","40_65"
"7864","female","rural","high","yes","40_65"
"7865","female","urban","high","no","14_25"
"7866","female","urban","high","no","40_65"
"7867","male","rural","medium","no","14_25"
"7868","female","rural","medium","no","14_25"
"7869","female","urban",NA,"yes","40_65"
"7870","female","urban","medium","yes","40_65"
"7871","female","urban","medium","no","40_65"
"7872","male","urban",NA,"yes","40_65"
"7873","female","urban","high","yes","40_65"
"7874","male","rural","medium","yes","40_65"
"7875","male","urban","medium","no","40_65"
"7876","female","rural","medium","yes","26_39"
"7877","male","urban",NA,"yes","14_25"
"7878","female","rural","medium","no","14_25"
"7879","male","urban","medium","yes","40_65"
"7880","female","urban","medium","yes","40_65"
"7881","male","urban",NA,"no","40_65"
"7882","female","rural","medium","no","40_65"
"7883","male","rural","medium","no","14_25"
"7884","male","urban","medium","no","26_39"
"7885","female","rural","medium","no","14_25"
"7886","female","rural","medium","yes","40_65"
"7887","male","rural","medium","no","40_65"
"7888","male","urban","high","no","40_65"
"7889","female","rural","medium","yes","40_65"
"7890","female","urban","medium","yes","40_65"
"7891","male","urban","medium","yes","40_65"
"7892","female","urban","high","no","40_65"
"7893","male","urban","high","no","26_39"
"7894","male","rural",NA,"yes","40_65"
"7895","female","urban","high","no","26_39"
"7896","male","urban","high","yes","40_65"
"7897","female","urban",NA,"no","14_25"
"7898","female","urban","high","no","40_65"
"7899","male","urban","medium","yes","26_39"
"7900","male","urban","low","yes","40_65"
"7901","female","urban","medium","no","26_39"
"7902","female","rural","high","no","40_65"
"7903","male","urban","low","no","40_65"
"7904","female","urban","medium","no","14_25"
"7905","female","rural","low","yes","26_39"
"7906","male","urban","high","yes","26_39"
"7907","male","urban","medium","no","40_65"
"7908","male","urban","high","yes","26_39"
"7909","male","urban","high","yes","14_25"
"7910","female","urban","medium","yes","40_65"
"7911","female","urban","high","yes","40_65"
"7912","female","rural","medium","yes","40_65"
"7913","female","rural","medium","no","14_25"
"7914","female","urban","medium","no","26_39"
"7915","male","urban","medium","no","14_25"
"7916","female","urban","medium","no","40_65"
"7917","female","urban","medium","no","26_39"
"7918","female","urban","high","yes","40_65"
"7919","female","urban","low","no","14_25"
"7920","female","urban",NA,"no","14_25"
"7921","male","rural","medium","yes","40_65"
"7922","female","urban","medium","no","14_25"
"7923","male","urban","high","yes","40_65"
"7924","female","rural","medium","no","14_25"
"7925","male","urban","low","yes","40_65"
"7926","female","rural","high","yes","26_39"
"7927","male","urban","medium","yes","40_65"
"7928","female","urban","low","no","14_25"
"7929","male","urban","low","yes","26_39"
"7930","male","urban","medium","yes","40_65"
"7931","female","urban","low","no","14_25"
"7932","male","urban","medium","no","26_39"
"7933","male","urban","low","no","14_25"
"7934","male","rural","high","no","40_65"
"7935","male","urban","high","yes","40_65"
"7936","female","urban","medium","yes","26_39"
"7937","female","rural","medium","yes","40_65"
"7938","male","rural","medium","no","40_65"
"7939","female","rural","low","no","14_25"
"7940","female","urban",NA,"yes","26_39"
"7941","male","urban","high","no","40_65"
"7942","female","urban","high","no","40_65"
"7943","female","rural","high","yes","26_39"
"7944","male","urban","medium","no","40_65"
"7945","male","urban","high","yes","40_65"
"7946","female","urban","medium","yes","40_65"
"7947","female","urban","medium","yes","26_39"
"7948","female","urban","medium","no","40_65"
"7949","male","rural","high","no","26_39"
"7950","female","urban","low","no","14_25"
"7951","male","urban","high","yes","14_25"
"7952","male","rural",NA,"yes","14_25"
"7953","female","urban","high","yes","26_39"
"7954","female","rural","low","no","14_25"
"7955","male","rural","high","yes","40_65"
"7956","female","rural","high","yes","26_39"
"7957","female","urban","low","yes","40_65"
"7958","female","urban","high","yes","14_25"
"7959","female","rural",NA,"no","40_65"
"7960","male","urban","medium","yes","40_65"
"7961","male","urban","medium","no","14_25"
"7962","male","urban","medium","no","40_65"
"7963","female","urban","medium","yes","40_65"
"7964","male","urban","medium","yes","40_65"
"7965","female","rural","medium","no","40_65"
"7966","male","urban","low","no","14_25"
"7967","male","urban","low","yes","40_65"
"7968","male","urban","medium","yes","40_65"
"7969","male","urban","medium","yes","40_65"
"7970","male","urban","medium","yes","26_39"
"7971","female","urban","medium","yes","40_65"
"7972","male","urban","medium","yes","40_65"
"7973","male","urban","high","no","14_25"
"7974","male","urban","no","yes","26_39"
"7975","female","urban","medium","yes","26_39"
"7976","female","rural","low","no","14_25"
"7977","female","rural",NA,"yes","40_65"
"7978","female","urban","medium","no","14_25"
"7979","male","urban","high","no","14_25"
"7980","female","urban","high","yes","40_65"
"7981","male","urban","medium","no","40_65"
"7982","female","urban","medium","no","14_25"
"7983","male","urban","medium","yes","40_65"
"7984","male","rural","medium","no","14_25"
"7985","male","urban","medium","yes","40_65"
"7986","female","urban","high","no","14_25"
"7987","male","urban",NA,"yes","40_65"
"7988","male","urban","medium","no","40_65"
"7989","female","urban","medium","no","26_39"
"7990","female","urban","low","no","26_39"
"7991","male","urban","high","yes","40_65"
"7992","female","rural","medium","yes","40_65"
"7993","male","rural","medium","yes","40_65"
"7994","female","urban","high","yes","40_65"
"7995","male","urban","high","no","14_25"
"7996","male","urban","medium","yes","40_65"
"7997","female","urban","high","yes","40_65"
"7998","male","urban",NA,"no","40_65"
"7999","male","urban","low","yes","26_39"
"8000","female","urban","medium","no","14_25"
"8001","male","urban","medium","no","26_39"
"8002","male","rural","medium","yes","26_39"
"8003","female","urban","high","no","26_39"
"8004","male","rural","low","yes","40_65"
"8005","female","urban","high","no","26_39"
"8006","male","urban","low","yes","40_65"
"8007","male","urban","low","yes","40_65"
"8008","male","urban",NA,"no","14_25"
"8009","female","urban","medium","no","14_25"
"8010","male","urban","medium","yes","40_65"
"8011","female","urban","high","yes","14_25"
"8012","male","rural","no","yes","40_65"
"8013","male","urban","high","no","26_39"
"8014","male","urban","high","yes","40_65"
"8015","female","rural","medium","no","14_25"
"8016","male","urban","low","no","14_25"
"8017","female","urban","high","no","26_39"
"8018","male","urban","medium","no","14_25"
"8019","male","rural",NA,"no","14_25"
"8020","female","rural","medium","yes","40_65"
"8021","male","rural","medium","no","14_25"
"8022","male","urban","medium","no","40_65"
"8023","male","urban","medium","no","40_65"
"8024","male","urban","medium","no","26_39"
"8025","male","urban","medium","no","40_65"
"8026","female","urban","medium","yes","40_65"
"8027","female","rural","medium","yes","40_65"
"8028","male","urban","high","no","40_65"
"8029","male","urban","medium","no","14_25"
"8030","female","urban","high","yes","26_39"
"8031","male","urban","high","yes","40_65"
"8032","male","urban","no","yes","40_65"
"8033","female","urban","medium","yes","26_39"
"8034","male","urban","high","no","26_39"
"8035","female","urban","high","yes","40_65"
"8036","male","urban","high","no","26_39"
"8037","male","urban","medium","yes","40_65"
"8038","male","rural","high","yes","26_39"
"8039","male","urban","low","no","14_25"
"8040","female","urban","high","yes","26_39"
"8041","female","urban","high","yes","40_65"
"8042","female","rural","medium","yes","14_25"
"8043","female","urban","medium","no","26_39"
"8044","male","urban","high","yes","26_39"
"8045","male","urban","high","yes","26_39"
"8046","male","urban","high","yes","40_65"
"8047","female","urban","high","yes","26_39"
"8048","male","urban","medium","yes","26_39"
"8049","female","rural","low","no","14_25"
"8050","female","urban","medium","yes","40_65"
"8051","female","urban","medium","yes","14_25"
"8052","male","urban","medium","yes","40_65"
"8053","male","urban","high","yes","40_65"
"8054","female","urban","high","yes","26_39"
"8055","female","rural","medium","yes","40_65"
"8056","male","urban","medium","yes","40_65"
"8057","male","urban","high","yes","40_65"
"8058","male","urban","low","no","40_65"
"8059","male","urban","high","no","26_39"
"8060","female","urban","high","yes","40_65"
"8061","male","rural","medium","no","14_25"
"8062","female","urban","medium","yes","40_65"
"8063","male","rural","no","yes","40_65"
"8064","male","urban","medium","no","14_25"
"8065","female","urban","high","yes","26_39"
"8066","male","rural","medium","no","26_39"
"8067","male","rural","low","no","14_25"
"8068","female","urban","high","no","26_39"
"8069","female","urban","medium","no","14_25"
"8070","female","urban","high","no","26_39"
"8071","female","urban","high","yes","40_65"
"8072","male","urban",NA,"no","14_25"
"8073","male","urban","low","no","14_25"
"8074","female","urban","high","yes","40_65"
"8075","male","urban","low","yes","40_65"
"8076","female","rural",NA,"yes","40_65"
"8077","female","urban","medium","no","14_25"
"8078","male","rural","medium","yes","40_65"
"8079","female","rural","medium","no","14_25"
"8080","male","urban","high","no","26_39"
"8081","female","urban","high","no","26_39"
"8082","male","urban","high","yes","26_39"
"8083","female","urban","high","yes","26_39"
"8084","male","urban","high","no","14_25"
"8085","male","urban","low","yes","26_39"
"8086","female","urban","medium","yes","40_65"
"8087","male","rural","high","yes","40_65"
"8088","male","urban","medium","no","14_25"
"8089","female","urban","medium","yes","40_65"
"8090","male","urban","high","yes","26_39"
"8091","female","urban","medium","yes","40_65"
"8092","male","urban","medium","no","40_65"
"8093","male","rural","low","no","14_25"
"8094","female","rural","high","no","14_25"
"8095","female","urban","medium","yes","26_39"
"8096","female","urban","medium","yes","40_65"
"8097","female","urban","medium","yes","26_39"
"8098","male","rural","high","no","26_39"
"8099","male","urban","medium","no","26_39"
"8100","male","urban","medium","no","14_25"
"8101","male","urban","medium","yes","40_65"
"8102","female","urban","high","yes","40_65"
"8103","female","urban","low","no","14_25"
"8104","male","urban","low","no","14_25"
"8105","female","urban","medium","no","26_39"
"8106","female","urban","low","no","14_25"
"8107","male","urban",NA,"no","14_25"
"8108","female","rural",NA,"no","14_25"
"8109","female","urban","high","yes","14_25"
"8110","male","urban","high","no","26_39"
"8111","male","urban","high","no","26_39"
"8112","female","urban","medium","yes","14_25"
"8113","female","urban","high","no","26_39"
"8114","male","urban","low","yes","40_65"
"8115","female","urban","high","yes","26_39"
"8116","female","urban","low","yes","40_65"
"8117","male","rural","low","no","14_25"
"8118","female","urban","high","yes","26_39"
"8119","male","urban","no","no","14_25"
"8120","male","urban","high","yes","40_65"
"8121","female","urban","high","no","14_25"
"8122","male","urban","low","yes","40_65"
"8123","female","urban","medium","yes","26_39"
"8124","male","urban","medium","yes","40_65"
"8125","male","urban","high","no","26_39"
"8126","female","urban","medium","yes","40_65"
"8127","female","rural",NA,"no","26_39"
"8128","male","urban","high","yes","26_39"
"8129","male","urban","high","yes","40_65"
"8130","female","urban","medium","yes","40_65"
"8131","female","urban","low","yes","40_65"
"8132","female","urban","high","no","26_39"
"8133","male","rural","high","yes","40_65"
"8134","male","urban","high","yes","40_65"
"8135","female","urban","high","no","14_25"
"8136","female","urban","medium","yes","40_65"
"8137","female","urban","medium","yes","14_25"
"8138","male","urban","high","no","26_39"
"8139","male","urban","high","yes","40_65"
"8140","female","urban","low","yes","40_65"
"8141","male","urban","medium","no","14_25"
"8142","female","urban","medium","no","26_39"
"8143","female","urban","high","yes","26_39"
"8144","male","rural","high","no","40_65"
"8145","female","rural","medium","no","26_39"
"8146","female","urban","low","yes","26_39"
"8147","female","urban","high","no","14_25"
"8148","female","urban","no","no","14_25"
"8149","female","urban","low","yes","40_65"
"8150","female","urban","medium","yes","40_65"
"8151","female","rural","medium","no","14_25"
"8152","female","rural","high","no","14_25"
"8153","male","urban","high","yes","40_65"
"8154","male","urban","high","yes","26_39"
"8155","female","urban","medium","yes","40_65"
"8156","female","urban","high","yes","40_65"
"8157","female","urban","high","yes","40_65"
"8158","male","urban","medium","yes","26_39"
"8159","male","urban","medium","yes","40_65"
"8160","male","urban","high","yes","40_65"
"8161","female","urban","high","no","14_25"
"8162","male","rural","low","yes","26_39"
"8163","male","urban","medium","no","26_39"
"8164","female","rural","medium","yes","26_39"
"8165","female","urban","high","no","14_25"
"8166","male","urban","high","no","14_25"
"8167","female","urban","low","yes","40_65"
"8168","female","urban","high","no","14_25"
"8169","male","urban","low","yes","40_65"
